,0,1
0,0.7514134,0.2485866
1,0.17124344,0.8287565
2,0.6285015,0.37149855
3,0.23679118,0.7632088
4,0.6699634,0.33003655
5,0.4415471,0.5584529
6,0.35286343,0.64713657
7,0.4987525,0.50124747
8,0.51405525,0.48594475
9,0.40344748,0.5965525
10,0.6635295,0.33647054
11,0.32781902,0.672181
12,0.74221414,0.25778586
13,0.62956667,0.3704334
14,0.56821823,0.43178174
15,0.7237066,0.27629337
16,0.71712667,0.2828733
17,0.70458007,0.29541987
18,0.6692945,0.33070552
19,0.5794451,0.42055488
20,0.7431844,0.2568156
21,0.5320045,0.46799555
22,0.6269583,0.37304166
23,0.43771985,0.5622801
24,0.13980469,0.8601953
25,0.6489337,0.35106632
26,0.75625086,0.24374914
27,0.47335383,0.5266462
28,0.15868908,0.841311
29,0.6670833,0.3329167
30,0.4014019,0.5985981
31,0.64394605,0.35605395
32,0.6551968,0.34480318
33,0.75795513,0.24204487
34,0.2957765,0.7042235
35,0.32404357,0.6759564
36,0.63505656,0.36494344
37,0.6616567,0.33834335
38,0.58477,0.41522995
39,0.3898501,0.6101499
40,0.61554456,0.38445544
41,0.3873736,0.61262643
42,0.605939,0.394061
43,0.5243513,0.47564867
44,0.7009981,0.29900184
45,0.7374485,0.26255152
46,0.21458906,0.78541094
47,0.19198519,0.8080148
48,0.7534969,0.24650307
49,0.6981832,0.3018168
50,0.69403815,0.30596185
51,0.2969879,0.70301217
52,0.416342,0.58365804
53,0.69558316,0.30441687
54,0.3292751,0.67072487
55,0.5664659,0.43353412
56,0.6160444,0.38395554
57,0.27148798,0.72851205
58,0.31222984,0.6877701
59,0.4067666,0.59323335
60,0.6265188,0.37348115
61,0.7496251,0.2503749
62,0.75173753,0.24826247
63,0.65123767,0.3487623
64,0.6289847,0.37101525
65,0.66241616,0.33758387
66,0.78556037,0.2144396
67,0.5645924,0.4354076
68,0.72477096,0.27522904
69,0.22380547,0.7761945
70,0.39511713,0.60488284
71,0.5293832,0.47061682
72,0.63673276,0.3632672
73,0.53605646,0.46394357
74,0.14085244,0.8591476
75,0.47170317,0.52829677
76,0.35788026,0.6421197
77,0.63420326,0.3657967
78,0.6213708,0.3786292
79,0.6861206,0.31387943
80,0.74153066,0.2584693
81,0.26739216,0.73260784
82,0.6241821,0.37581787
83,0.74557096,0.254429
84,0.5569559,0.4430441
85,0.63981265,0.36018735
86,0.7303732,0.26962677
87,0.74917614,0.25082383
88,0.5284059,0.4715941
89,0.6641519,0.33584803
90,0.6111874,0.38881257
91,0.5893783,0.41062173
92,0.3781917,0.6218083
93,0.64304763,0.3569523
94,0.6198411,0.38015896
95,0.740215,0.25978503
96,0.45276225,0.5472377
97,0.26319394,0.7368061
98,0.4218122,0.5781878
99,0.6965097,0.30349025
100,0.63164765,0.36835232
101,0.6572981,0.34270185
102,0.35776582,0.64223415
103,0.6250559,0.3749441
104,0.5824402,0.41755983
105,0.728258,0.271742
106,0.19070208,0.809298
107,0.275559,0.724441
108,0.3650724,0.63492763
109,0.4318618,0.56813824
110,0.41229662,0.5877034
111,0.3577871,0.6422129
112,0.33503583,0.66496414
113,0.523147,0.476853
114,0.49646267,0.50353736
115,0.34660113,0.6533989
116,0.6151435,0.38485655
