,0,1
0,0.80337447,0.19662555
1,0.0064946045,0.99350536
2,0.63348925,0.36651075
3,0.00036891023,0.99963105
4,0.86138076,0.13861924
5,0.20788515,0.79211485
6,0.61106986,0.3889302
7,0.095046446,0.90495354
8,0.2902916,0.70970833
9,0.66653067,0.3334693
10,0.5508348,0.4491652
11,0.7994902,0.20050977
12,0.7808086,0.21919143
13,0.84519714,0.15480286
14,0.26981223,0.7301878
15,0.8673693,0.1326307
16,0.78933555,0.21066448
17,0.78400254,0.21599746
18,0.55281097,0.44718903
19,0.70401895,0.29598108
20,0.74304837,0.25695163
21,0.21889165,0.7811083
22,0.49526474,0.50473523
23,0.19368623,0.80631375
24,0.9908942,0.009105864
25,0.49220604,0.50779396
26,0.8869198,0.113080196
27,0.007337778,0.9926622
28,0.99923694,0.0007630424
29,0.0056996453,0.99430037
30,0.38030893,0.6196911
31,0.32205617,0.67794377
32,0.8509229,0.14907713
33,0.79809034,0.20190969
34,0.8284387,0.17156126
35,0.04361931,0.95638067
36,0.2973879,0.7026121
37,0.7140625,0.28593746
38,0.0500993,0.9499007
39,0.964242,0.03575808
40,0.9982741,0.0017258738
41,0.0022201103,0.9977799
42,0.047530554,0.95246947
43,0.043437008,0.956563
44,0.8056427,0.19435729
45,0.8138116,0.18618838
46,0.88201684,0.117983215
47,0.9138896,0.08611044
48,0.011712245,0.98828775
49,0.8233809,0.1766191
50,0.6976533,0.30234668
51,0.023382075,0.97661793
52,0.008750623,0.9912493
53,0.8820409,0.11795911
54,0.18091437,0.8190856
55,0.37905443,0.6209456
56,0.9999994,6.091051e-07
57,0.99985826,0.00014173858
58,0.07854075,0.9214592
59,0.045046058,0.95495397
60,0.56675357,0.43324646
61,0.899312,0.10068798
62,0.8594843,0.14051567
63,0.31324428,0.68675566
64,0.6928941,0.30710593
65,0.80367047,0.19632955
66,0.9974655,0.002534449
67,0.73386586,0.2661341
68,0.8611259,0.13887407
69,0.9816992,0.018300744
70,0.017645208,0.9823548
71,0.3562343,0.6437657
72,0.40456396,0.59543604
73,0.6825994,0.31740063
74,0.019021338,0.9809787
75,0.28031877,0.71968126
76,0.009057831,0.9909422
77,0.97345066,0.026549324
78,0.6195112,0.3804888
79,0.43522212,0.56477785
80,0.83289003,0.16710992
81,0.999577,0.00042306448
82,0.756852,0.243148
83,0.8282946,0.1717054
84,0.5835486,0.41645136
85,0.77964675,0.2203532
86,0.8179449,0.18205509
87,0.86500937,0.13499068
88,0.79239964,0.20760037
89,0.84161,0.15839
90,0.57073694,0.42926306
91,0.6907887,0.30921137
92,0.0023692257,0.9976307
93,0.7179247,0.28207526
94,0.37042093,0.62957907
95,0.7411027,0.25889733
96,0.10414948,0.8958505
97,0.93475896,0.06524107
98,0.0005143029,0.9994856
99,0.78915685,0.21084312
100,0.6541539,0.34584615
101,7.070951e-06,0.99999297
102,0.00079650484,0.9992035
103,0.55796725,0.44203275
104,0.23163293,0.76836705
105,0.8718308,0.12816918
106,0.0015615463,0.9984384
107,0.96828204,0.03171795
108,0.024774982,0.97522503
109,0.0006194763,0.99938047
110,0.11452022,0.8854798
111,0.32748988,0.6725101
112,0.07658253,0.9234175
113,0.0036178604,0.9963821
114,0.052523535,0.94747645
115,0.124974206,0.8750258
116,0.826945,0.17305496
